"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630384"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-03"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-03-2pos_1-B,3_01_24252"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-03-2pos_1-B,3_01_24252.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630384"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-03"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-03-3pos_1-C,8_01_24267"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-03-3pos_1-C,8_01_24267.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630401"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-15"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-15-1pos_1-A,5_01_24503"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-15-1pos_1-A,5_01_24503.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630401"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-15"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-15-2pos_1-E,6_01_24591"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-15-2pos_1-E,6_01_24591.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630401"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-15"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-15-3pos_1-C,4_01_24518"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-15-3pos_1-C,4_01_24518.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630402"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-27"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-27-1pos_1-B,7_01_24411"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-27-1pos_1-B,7_01_24411.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630402"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-27"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-27-2pos_1-A,1_01_24397"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-27-2pos_1-A,1_01_24397.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630402"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-27"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-27-3pos_1-C,5_01_24417"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-27-3pos_1-C,5_01_24417.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630423"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-39"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-39-1pos_1-F,1_01_24284"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-39-1pos_1-F,1_01_24284.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630423"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-39"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-39-2pos_1-D,3_01_24270"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-39-2pos_1-D,3_01_24270.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630423"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-39"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-39-3pos_1-E,6_01_24281"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-39-3pos_1-E,6_01_24281.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-51-1pos_1-D,1_01_24578"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-51-1pos_1-D,1_01_24578.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-51-2pos_1-C,4_01_24572"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-51-2pos_1-C,4_01_24572.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630422"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-51"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-51-3pos_2-B,2_01_24664"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-51-3pos_2-B,2_01_24664.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-63-1pos_1-F,7_01_24600"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-63-1pos_1-F,7_01_24600.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-63-2pos_1-B,2_01_24508"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-63-2pos_1-B,2_01_24508.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630395"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-63"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-63-3pos_1-A,6_01_24504"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-63-3pos_1-A,6_01_24504.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-09-1pos_1-D,8_01_24275"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-09-1pos_1-D,8_01_24275.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-09-2pos_1-E,4_01_24279"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-09-2pos_1-E,4_01_24279.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630366"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-09"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-09-3pos_1-F,2_01_24285"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-09-3pos_1-F,2_01_24285.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-21-1pos_1-D,7_01_24428"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-21-1pos_1-D,7_01_24428.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-21-2pos_1-F,7_01_24445"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-21-2pos_1-F,7_01_24445.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630414"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-21"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-21-3pos_1-D,3_01_24424"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-21-3pos_1-D,3_01_24424.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-33-1pos_1-C,7_01_24419"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-33-1pos_1-C,7_01_24419.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-33-2pos_1-A,3_01_24399"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-33-2pos_1-A,3_01_24399.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630380"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-33"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-33-3pos_1-C,4_01_24416"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-33-3pos_1-C,4_01_24416.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-45-1pos_1-B,8_01_24357"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-45-1pos_1-B,8_01_24357.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-45-2pos_1-B,2_01_24351"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-45-2pos_1-B,2_01_24351.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630417"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-45"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-45-3pos_1-C,4_01_24361"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-45-3pos_1-C,4_01_24361.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-57-1pos_1-D,8_01_24585"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-57-1pos_1-D,8_01_24585.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-57-2pos_2-A,3_01_24657"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-57-2pos_2-A,3_01_24657.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630408"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-57"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-57-3pos_1-E,8_01_24593"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-57-3pos_1-E,8_01_24593.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630364"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-69-1pos_1-D,6_01_24583"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-69-1pos_1-D,6_01_24583.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630364"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-69-2pos_1-F,5_01_24598"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-69-2pos_1-F,5_01_24598.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630364"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-69"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-69-3pos_2-B,5_01_24667"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-69-3pos_2-B,5_01_24667.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630367"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-04"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-04-1pos_1-A,3_01_24244"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-04-1pos_1-A,3_01_24244.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630385"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-16"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-16-1pos_1-E,2_01_24431"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-16-1pos_1-E,2_01_24431.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630385"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-16"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-16-2pos_1-D,6_01_24427"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-16-2pos_1-D,6_01_24427.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-28-1pos_1-C,8_01_24420"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-28-1pos_1-C,8_01_24420.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-28-2pos_1-B,8_01_24412"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-28-2pos_1-B,8_01_24412.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630381"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-28"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-28-3pos_1-A,8_01_24404"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-28-3pos_1-A,8_01_24404.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-40-1pos_1-E,8_01_24283"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-40-1pos_1-E,8_01_24283.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-40-2pos_1-E,5_01_24280"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-40-2pos_1-E,5_01_24280.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630434"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-40"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-40-3pos_1-E,1_01_24276"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-40-3pos_1-E,1_01_24276.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-52-1pos_1-B,1_01_24561"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-52-1pos_1-B,1_01_24561.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-52-2pos_1-C,5_01_24573"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-52-2pos_1-C,5_01_24573.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630405"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-52"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-52-3pos_2-A,6_01_24660"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-52-3pos_2-A,6_01_24660.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630373"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-64"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-64-1pos_1-A,1_01_24499"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-64-1pos_1-A,1_01_24499.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
